File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
coffeemachine_4_100,4047,4,100,6 states,8 symbols,941,11,0,245,8,6,4,0,21.899,7,6,2310,35199,SAT,0.6814,400,400,400,400,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,100.0,54.55,,7,6,2310,35199,SAT,0.6357,400,400,400,400,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9583333333333334
coffeemachine_7_100,6434,7,100,6 states,8 symbols,1004,8,1,426,8,6,4,0,17.7989,7,6,3577,56723,SAT,1.0772,400,400,387,400,0,13,1.0,0.97,1.0,1.0,1.0,1.0,0.9166666666666666,88.89,66.67,,7,6,3577,56723,SAT,0.7814,400,400,388,400,0,12,1.00,0.97,1.00,1.00,1.00,1.00,0.9166666666666666
coffeemachine_0_100,1185,0,100,6 states,8 symbols,970,6,0,472,8,0,4,0,7.3382,7,6,3899,61949,SAT,0.8453,400,400,370,398,2,30,0.99,0.93,0.99,1.0,1.0,1.0,0.875,100.0,0.0,,7,6,3899,61949,SAT,1.0669,400,400,368,397,3,32,0.99,0.92,0.99,1.00,1.00,1.00,0.875
coffeemachine_8_100,1306,8,100,6 states,8 symbols,1007,6,0,501,8,0,4,0,6.3468,7,6,4102,65429,SAT,0.6918,400,400,379,400,0,21,1.0,0.95,1.0,1.0,1.0,1.0,0.8333333333333334,100.0,0.0,,7,6,4102,65429,SAT,1.0516,400,400,378,400,0,22,1.00,0.94,1.00,1.00,1.00,1.00,0.8333333333333334
coffeemachine_6_100,6913,6,100,6 states,8 symbols,981,8,1,470,8,0,4,0,17.0076,7,6,3885,62003,SAT,1.0726,400,400,385,400,0,15,1.0,0.96,1.0,1.0,1.0,1.0,0.9166666666666666,88.89,0.0,,7,6,3885,62003,SAT,1.3253,400,400,385,400,0,15,1.00,0.96,1.00,1.00,1.00,1.00,0.9166666666666666
coffeemachine_9_100,6919,9,100,6 states,8 symbols,982,7,2,424,8,6,4,0,14.683,7,6,3563,56483,SAT,0.5886,400,400,347,400,0,53,1.0,0.87,1.0,0.9,0.9,0.9,0.9166666666666666,77.78,66.67,,7,6,3563,56483,SAT,1.1277,400,400,371,400,0,29,1.00,0.93,1.00,1.00,1.00,1.00,0.9166666666666666
coffeemachine_1_100,8822,1,100,6 states,8 symbols,977,7,1,224,8,4,4,0,14.4834,6,5,1782,23338,SAT,0.3034,400,400,326,398,2,74,0.99,0.81,0.99,0.9,0.9,0.9,0.7791666666666667,87.5,50.0,,6,5,1782,23338,SAT,0.4778,400,400,349,398,2,51,0.99,0.87,0.99,0.90,0.90,0.90,0.7791666666666667
coffeemachine_3_100,1671,3,100,6 states,8 symbols,983,6,2,427,8,5,4,0,12.1041,7,6,3584,56745,SAT,0.5983,400,400,348,400,0,52,1.0,0.87,1.0,0.9,0.9,0.9,0.875,75.0,62.5,,7,6,3584,56745,SAT,1.2977,400,400,371,400,0,29,1.00,0.93,1.00,1.00,1.00,1.00,0.875
coffeemachine_2_100,9825,2,100,6 states,8 symbols,957,8,1,478,8,4,4,0,15.6462,7,6,3941,62963,SAT,1.0674,400,400,373,400,0,27,1.0,0.93,1.0,1.0,1.0,1.0,0.9583333333333334,88.89,44.44,,7,6,3941,62963,SAT,1.0354,400,400,391,400,0,9,1.00,0.98,1.00,1.00,1.00,1.00,0.9583333333333334
coffeemachine_5_100,2212,5,100,6 states,8 symbols,957,6,2,436,8,13,4,0,12.4818,7,6,3647,57825,SAT,1.1249,400,400,368,400,0,32,1.0,0.92,1.0,1.0,1.0,1.0,0.8333333333333334,75.0,162.5,,7,6,3647,57825,SAT,1.1939,400,400,385,400,0,15,1.00,0.96,1.00,1.00,1.00,1.00,0.875
