File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges,DFASAT Statistics_2,Number of colors used (automata_size)_2,Number of SAT solver calls_2,Number of variables in the last SAT call_2,Number of clauses in the last SAT call_2,SAT result_2,Total time spent in SAT solver (seconds)_2,number of Positive traces_2,number of Negative traces_2,True Positive_2,True Negative_2,False Positive_2,False Negative_2,Precision_2,Recall_2,Specificity_2,F-measure_2,Accuracy_2,BCR_2,Structural Difference_2
openSSL_3_2400,2163,3,2400,6 states,20 symbols,23261,11,0,10745,18,0,31,0,5571.5347,6,5,66240,966019,SAT,9.4364,9600,9600,2947,9513,87,6653,0.97,0.31,0.99,0.5,0.6,0.6,0.838095238095238,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_9_2400,7229,9,2400,6 states,20 symbols,23155,11,0,10798,18,0,31,0,5108.5242,6,5,66558,970683,SAT,8.0878,9600,9600,2972,9476,124,6628,0.96,0.31,0.99,0.5,0.6,0.6,0.8119047619047619,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_1_2400,858,1,2400,6 states,20 symbols,23169,11,0,6481,18,0,31,0,5796.8749,6,5,40656,590787,SAT,5.8366,9600,9600,2974,9429,171,6626,0.95,0.31,0.98,0.5,0.6,0.6,0.7857142857142857,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_6_2400,8807,6,2400,6 states,20 symbols,23148,11,0,6434,19,0,30,0,5527.8599,7,6,47446,802264,SAT,5.3271,9600,9600,2942,8751,849,6658,0.78,0.31,0.91,0.4,0.6,0.6,0.8193960511033682,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_8_2400,8312,8,2400,6 states,20 symbols,23146,11,0,6447,18,0,31,0,6490.4558,6,5,40452,587795,SAT,2.8439,9600,9600,9600,8348,1252,0,0.88,1.0,0.87,0.9,0.9,0.9,0.8119047619047619,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_5_2400,1890,5,2400,6 states,20 symbols,23199,11,0,6310,18,0,31,0,9537.3063,6,5,39630,575739,SAT,3.4926,9600,9600,2993,9422,178,6607,0.94,0.31,0.98,0.5,0.6,0.6,0.7857142857142857,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_4_2400,3121,4,2400,6 states,20 symbols,23162,11,0,10750,19,0,30,0,5078.8137,7,6,77658,1320184,SAT,8.6912,9600,9600,9600,9600,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9398954703832751,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_0_2400,5878,0,2400,6 states,20 symbols,23256,11,0,10936,19,0,30,0,5948.6334,7,6,78960,1342504,SAT,10.3862,9600,9600,2947,9254,346,6653,0.89,0.31,0.96,0.5,0.6,0.6,0.867595818815331,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_7_2400,662,7,2400,6 states,20 symbols,23121,11,0,10852,18,0,31,0,4857.372,6,5,66882,975435,SAT,7.71,9600,9600,2977,9461,139,6623,0.96,0.31,0.99,0.5,0.6,0.6,0.8119047619047619,100.0,0.0,,,,,,,,,,,,,,,,,,,,
openSSL_2_2400,7810,2,2400,6 states,20 symbols,23153,11,0,6531,18,0,31,0,5620.406,7,6,48125,813904,SAT,7.6796,9600,9600,1529,9349,251,8071,0.86,0.16,0.97,0.3,0.6,0.6,0.7857142857142857,100.0,0.0,,,,,,,,,,,,,,,,,,,,
